
#,Team,Score
1376,sterhnet,0
1377,stery,0
1378,storm,0
1379,streamlin3d,0
1380,sud0_r00t,0
1381,superlai,0
1382,swani,0
1383,swingswing,0
1384,synsynackack,0
1385,syscall,0
1386,system3xit,0
1387,szechun,0
1388,t1gg,0
1389,t4rx,0
1390,tacobar,0
1391,tchiwak,0
1392,teaminfocts,0
1393,techick,0
1394,terrible,0
1395,test123456,0
1396,testTester1,0
1397,tester,0
1398,tester01,0
1399,testfile,0
1400,testing11,0
1401,testset,0
1402,testuser,0
1403,th3_j0k3r,0
1404,thangronaldo,0
1405,theblackrainbow,0
1406,thehell,0
1407,tidjungs,0
1408,timepark,0
1409,tiwuileong,0
1410,tokunn,0
1411,top10,0
1412,topalov,0
1413,tr0j3n,0
1414,trafalgar98,0
1415,trethicalhacker,0
1416,trollsec,0
1417,tropht,0
1418,truborez,0
1419,truongpro,0
1420,truongthanhdat,0
1421,tsun,0
1422,tw33tm3,0
1423,tya,0
1424,tylerthetiger,0
1425,uadasem123,0
1426,udith6415,0
1427,ued,0
1428,ugur1671,0
1429,uiuctf,0
1430,ukk1337,0
1431,un0zer0,0
1432,unknown,0
1433,usedoils,0
1434,user,0
1435,ustayready,0
1436,uvarimeron,0
1437,vanantha,0
1438,vatsaldesai93,0
1439,vbif2015,0
1440,vic412,0
1441,vimvaders,0
1442,visat,0
1443,vorenus,0
1444,vuhai,0
1445,w80707,0
1446,w80707,0
1447,wahida,0
1448,wakass,0
1449,wazzamazza,0
1450,wearegroot,0
1451,whatever,0
1452,whicker,0
1453,whitefish,0
1454,whitetree928,0
1455,whywhy,0
1456,wiresboy,0
1457,wohnjilliams,0
1458,www,0
1459,x77sx,0
1460,xDD,0
1461,xSTF,0
1462,xenocidewiki,0
1463,xghrl,0
1464,xoozy,0
1465,xploiter,0
1466,xqJ9O9Qh,0
1467,xycxmz,0
1468,yagaam,0
1469,yaoi_boyz,0
1470,yerrang123,0
1471,yfenes,0
1472,yippy11235,0
1473,yousifd,0
1474,ysje,0
1475,yuba2016,0
1476,yukkur1yuriyuri,0
1477,yuri,0
1478,zahrasepahvand,0
1479,zarth,0
1480,zboub,0
1481,zenith,0
1482,zenvo,0
1483,zero,0
1484,zerocolor,0
1485,zetard,0
1486,zhp,0
1487,zimmer,0
1488,zlomisnik,0
1489,zobots,0
1490,zooper,0
1491,ztaylor54,0
1492,zx,0
